50039261;1;PARTNR;NO 72;NO72
50039263;1;PARTNR;NO 72;NO72
50039264;1;PARTNR;NO 72;NO72
50039283;1;PARTNR;NO 91;NO91
50039285;1;PARTNR;NO 91;NO91
50039286;1;PARTNR;NO 91;NO91
50039288;1;PARTNR;NO 91;NO91
50039289;1;PARTNR;NO 91;NO91
50039292;1;PARTNR;NO 91;NO91
50039294;1;PARTNR;NO 91;NO91
50039295;1;PARTNR;NO 91;NO91
50039297;1;PARTNR;NO 91;NO91
50039299;1;PARTNR;NO 91;NO91
50039301;1;PARTNR;NO 91;NO91
50033217;1;PARTNR;NO 90;NO90
50033218;1;PARTNR;NO 90;NO90
50034133;1;PARTNR;NO 70;NO70
50034135;1;PARTNR;NO 70;NO70
50034137;1;PARTNR;NO 70;NO70
50034144;1;PARTNR;NO 78;NO78
50034146;1;PARTNR;NO 17;NO17
50005008;1;PARTNR;NO 81;NO81
50036269;2;PARTNR;NO 78;NO78
50036270;2;PARTNR;NO 57;NO57
50039259;1;PARTNR;NO 72;NO72
50039290;1;PARTNR;NO 91;NO91
50039298;1;PARTNR;NO 91;NO91
50036330;3;PARTNR;NO 350;NO350
50036331;3;PARTNR;NO 351;NO351
50036332;3;PARTNR;NO 350 XL;NO350XL
50036333;3;PARTNR;NO 351 XL;NO351XL
50004970;3;PARTNR;NO 23;NO23
50040347;1;PARTNR;NO 337+NO 343;NO337NO343
50034245;1;PARTNR;NO 343;NO343
50034246;1;PARTNR;NO 338;NO338
50005100;2;PARTNR;NO 10;NO10
50005103;2;PARTNR;NO 10;NO10
50005105;1;PARTNR;NO 80;NO80
50005109;2;PARTNR;NO 10;NO10
50005112;2;PARTNR;NO 10;NO10
50005115;2;PARTNR;NO 80;NO80
50005118;1;PARTNR;NO 80;NO80
50053127;1;PARTNR;NO 351 XL;NO351XL
50030558;1;PARTNR;NO 38;NO38
50040018;4;PARTNR;NO 54;NO54
50016841;1;PARTNR;NO 83;NO83
50015190;1;PARTNR;NO 80;NO80
50015213;3;PARTNR;NO 27;NO27
50005005;1;PARTNR;NO 83;NO83
50005009;1;PARTNR;NO 81;NO81
50005014;1;PARTNR;NO 81;NO81
50005016;1;PARTNR;NO 81;NO81
50033537;1;PARTNR;NO 70;NO70
50027098;2;PARTNR;NO 363;NO363
